Dividends for VTSMX: 02/16/2016-02/15/2019
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/26/2008   0.700   133.977     93.78     80.23    1.169     135.146
03/26/2009   0.528   135.146     71.36     76.64    0.931     136.077
06/23/2009   0.435   136.077     59.19     82.46    0.718     136.795
09/28/2009   0.482   136.795     65.94     97.98    0.673     137.468
12/28/2009   0.659   137.468     90.59    103.81    0.873     138.340
03/29/2010   0.437   138.340     60.45    108.07    0.559     138.900
06/28/2010   0.506   138.900     70.28     98.93    0.710     139.610
09/23/2010   0.529   139.610     73.85    103.52    0.713     140.324
12/23/2010   0.494   140.324     69.32    115.72    0.599     140.923
03/24/2011   0.505   140.923     71.17    120.59    0.590     141.513
06/23/2011   0.536   141.513     75.85    118.19    0.642     142.154
09/22/2011   0.554   142.154     78.75    103.97    0.757     142.912
12/22/2011   0.651   142.912     93.04    115.43    0.806     143.718
03/23/2012   0.536   143.718     77.03    128.69    0.599     144.316
06/22/2012   0.607   144.316     87.60    122.99    0.712     145.029
09/21/2012   0.651   145.029     94.41    134.57    0.702     145.730
12/21/2012   0.905   145.730    131.89    131.69    1.001     146.732
03/21/2013   0.635   146.732     93.17    142.40    0.654     147.386

Dividends for VTSMX: 11/06/2012-02/26/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/19/2012   0.255   280.505     71.53     35.83    1.996     282.501
03/21/2013   0.166   282.501     46.90     38.81    1.208     283.710
06/21/2013   0.176   283.710     49.93     39.85    1.253     284.963
09/20/2013   0.196   284.963     55.85     43.18    1.293     286.256
12/19/2013   0.227   286.256     64.98     45.58    1.426     287.682
03/24/2014   0.192   287.682     55.23     47.08    1.173     288.855
06/23/2014   0.190   288.855     54.88     49.49    1.109     289.964
09/23/2014   0.211   289.964     61.18     49.58    1.234     291.198
12/22/2014   0.258   291.198     75.13     51.95    1.446     292.644
03/24/2015   0.232   292.644     67.89     52.78    1.286     293.930
06/25/2015   0.214   293.930     62.90     53.07    1.185     295.116
09/24/2015   0.233   295.116     68.76     48.55    1.416     296.532
12/18/2015   0.268   296.532     79.47     49.81    1.595     298.127
03/14/2016   0.222   298.127     66.18     49.92    1.326     299.453
06/13/2016   0.216   299.453     64.68     51.66    1.252     300.705
09/12/2016   0.250   300.705     75.18     53.84    1.396     302.102
12/19/2016   0.336   302.102    101.51     56.62    1.793     303.894
03/23/2017   0.247   303.894     75.06     58.48    1.284     305.178
06/20/2017   0.266   305.178     81.18     60.76    1.336     306.514
09/21/2017   0.253   306.514     77.55     62.41    1.243     307.756
12/20/2017   0.310   307.756     95.40     66.77    1.429     309.185

Dividends for VFINX: 11/06/2012-02/26/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/21/2012   0.905    75.827     68.62    131.69    0.521      76.348
03/21/2013   0.635    76.348     48.48    142.40    0.340      76.688
06/21/2013   0.697    76.688     53.45    146.72    0.364      77.052
09/20/2013   0.747    77.052     57.56    157.57    0.365      77.418
12/23/2013   0.869    77.418     67.28    168.42    0.399      77.817
03/21/2014   0.734    77.817     57.12    172.04    0.332      78.149
06/20/2014   0.762    78.149     59.55    181.01    0.329      78.478
09/19/2014   0.826    78.478     64.82    185.43    0.350      78.828
12/17/2014   0.981    78.828     77.33    185.53    0.417      79.244
03/20/2015   0.934    79.244     74.01    194.32    0.381      79.625
06/19/2015   0.860    79.625     68.48    194.57    0.352      79.977
09/18/2015   0.911    79.977     72.86    180.57    0.403      80.381
12/18/2015   1.042    80.381     83.76    184.84    0.453      80.834
03/18/2016   0.962    80.834     77.76    188.97    0.412      81.245
06/20/2016   0.908    81.245     73.77    192.15    0.384      81.629
09/12/2016   0.852    81.629     69.55    199.17    0.349      81.979
12/21/2016   1.254    81.979    102.80    208.90    0.492      82.471
03/21/2017   0.961    82.471     79.25    216.27    0.366      82.837
06/22/2017   0.960    82.837     79.52    224.71    0.354      83.191
09/19/2017   1.129    83.191     93.92    231.32    0.406      83.597
12/22/2017   1.126    83.597     94.13    247.63    0.380      83.977

Dividends for VTSMX: 01/03/2014-10/14/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/24/2014   0.192   216.076     41.49     47.08    0.881     216.957
06/23/2014   0.190   216.957     41.22     49.49    0.833     217.790
09/23/2014   0.211   217.790     45.95     49.58    0.927     218.717
12/22/2014   0.258   218.717     56.43     51.95    1.086     219.803
03/24/2015   0.232   219.803     50.99     52.78    0.966     220.769
06/25/2015   0.214   220.769     47.24     53.07    0.890     221.660
09/24/2015   0.233   221.660     51.65     48.55    1.064     222.723
12/18/2015   0.268   222.723     59.69     49.81    1.198     223.922
03/14/2016   0.222   223.922     49.71     49.92    0.996     224.918
06/13/2016   0.216   224.918     48.58     51.66    0.940     225.858
09/12/2016   0.250   225.858     56.46     53.84    1.049     226.907
12/19/2016   0.336   226.907     76.24     56.62    1.347     228.253
03/23/2017   0.247   228.253     56.38     58.48    0.964     229.217
06/20/2017   0.266   229.217     60.97     60.76    1.003     230.221
09/21/2017   0.253   230.221     58.25     62.41    0.933     231.154
12/20/2017   0.310   231.154     71.66     66.77    1.073     232.227
03/21/2018   0.259   232.227     60.15     67.82    0.887     233.114
06/21/2018   0.276   233.114     64.34     69.22    0.929     234.044
09/27/2018   0.326   234.044     76.30     72.79    1.048     235.092

Dividends for VFINX: 01/03/2014-10/14/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/21/2014   0.734    59.235     43.48    172.04    0.253      59.487
06/20/2014   0.762    59.487     45.33    181.01    0.250      59.738
09/19/2014   0.826    59.738     49.34    185.43    0.266      60.004
12/17/2014   0.981    60.004     58.86    185.53    0.317      60.321
03/20/2015   0.934    60.321     56.34    194.32    0.290      60.611
06/19/2015   0.860    60.611     52.13    194.57    0.268      60.879
09/18/2015   0.911    60.879     55.46    180.57    0.307      61.186
12/18/2015   1.042    61.186     63.76    184.84    0.345      61.531
03/18/2016   0.962    61.531     59.19    188.97    0.313      61.844
06/20/2016   0.908    61.844     56.15    192.15    0.292      62.137
09/12/2016   0.852    62.137     52.94    199.17    0.266      62.402
12/21/2016   1.254    62.402     78.25    208.90    0.375      62.777
03/21/2017   0.961    62.777     60.33    216.27    0.279      63.056
06/22/2017   0.960    63.056     60.53    224.71    0.269      63.325
09/19/2017   1.129    63.325     71.49    231.32    0.309      63.634
12/22/2017   1.126    63.634     71.65    247.63    0.289      63.924
03/23/2018   1.028    63.924     65.71    238.91    0.275      64.199
06/27/2018   1.098    64.199     70.49    249.21    0.283      64.482
09/25/2018   1.150    64.482     74.15    269.18    0.275      64.757

Dividends for VTSMX: 01/07/2001-08/18/2005
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/16/2001   0.070   351.370     24.60     25.38    0.969     352.339
06/22/2001   0.062   352.339     21.85     27.21    0.803     353.142
09/21/2001   0.073   353.142     25.78     21.40    1.205     354.347
12/21/2001   0.092   354.347     32.60     25.59    1.274     355.621
03/22/2002   0.070   355.621     24.89     25.92    0.960     356.581
06/21/2002   0.060   356.581     21.39     22.58    0.948     357.529
09/27/2002   0.070   357.529     25.03     18.94    1.321     358.850
12/20/2002   0.093   358.850     33.37     20.38    1.638     360.488
03/28/2003   0.070   360.488     25.23     19.69    1.282     361.769
06/20/2003   0.070   361.769     25.32     22.89    1.106     362.876
09/26/2003   0.080   362.876     29.03     23.21    1.251     364.126
12/19/2003   0.107   364.126     38.96     25.45    1.531     365.657
03/26/2004   0.080   365.657     29.25     26.09    1.121     366.779
06/25/2004   0.090   366.779     33.01     26.67    1.238     368.016
09/24/2004   0.090   368.016     33.12     26.11    1.269     369.285
12/23/2004   0.185   369.285     68.32     28.68    2.382     371.667
03/23/2005   0.100   371.667     37.17     27.78    1.338     373.005
06/24/2005   0.090   373.005     33.57     28.42    1.181     374.186

Dividends for VFINX: 01/07/2001-08/18/2005
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/16/2001   0.290    83.570     24.24    106.16    0.228      83.798
06/22/2001   0.280    83.798     23.46    113.09    0.207      84.006
09/21/2001   0.320    84.006     26.88     89.08    0.302      84.308
12/28/2001   0.385    84.308     32.46    107.08    0.303      84.611
03/22/2002   0.290    84.611     24.54    105.96    0.232      84.842
06/21/2002   0.300    84.842     25.45     91.22    0.279      85.121
09/27/2002   0.350    85.121     29.79     76.37    0.390      85.511
12/27/2002   0.420    85.511     35.91     80.73    0.445      85.956
03/28/2003   0.300    85.956     25.79     79.69    0.324      86.280
06/20/2003   0.300    86.280     25.88     91.94    0.282      86.561
09/26/2003   0.360    86.561     31.16     92.08    0.338      86.900
12/26/2003   0.470    86.900     40.84    101.15    0.404      87.304
03/26/2004   0.360    87.304     31.43    102.30    0.307      87.611
06/25/2004   0.350    87.611     30.66    104.78    0.293      87.904
09/24/2004   0.410    87.904     36.04    102.55    0.351      88.255
12/23/2004   0.830    88.255     73.25    111.45    0.657      88.912
03/23/2005   0.430    88.912     38.23    107.99    0.354      89.266
06/24/2005   0.420    89.266     37.49    109.80    0.341      89.608

Dividends for VTSMX: 10/31/2002-08/23/2008
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/20/2002   0.093   496.771     46.20     20.38    2.267     499.038
03/28/2003   0.070   499.038     34.93     19.69    1.774     500.812
06/20/2003   0.070   500.812     35.06     22.89    1.532     502.344
09/26/2003   0.080   502.344     40.19     23.21    1.731     504.075
12/19/2003   0.107   504.075     53.94     25.45    2.119     506.194
03/26/2004   0.080   506.194     40.50     26.09    1.552     507.746
06/25/2004   0.090   507.746     45.70     26.67    1.713     509.460
09/24/2004   0.090   509.460     45.85     26.11    1.756     511.216
12/23/2004   0.185   511.216     94.57     28.68    3.298     514.514
03/23/2005   0.100   514.514     51.45     27.78    1.852     516.366
06/24/2005   0.090   516.366     46.47     28.42    1.635     518.001
09/23/2005   0.130   518.001     67.34     29.12    2.313     520.313
12/23/2005   0.153   520.313     79.61     30.46    2.614     522.927
03/17/2006   0.120   522.927     62.75     31.57    1.988     524.915
06/23/2006   0.120   524.915     62.99     30.02    2.098     527.013
09/22/2006   0.120   527.013     63.24     31.50    2.008     529.021
12/21/2006   0.164   529.021     86.76     34.06    2.547     531.568
03/23/2007   0.140   531.568     74.42     34.75    2.142     533.709
06/22/2007   0.130   533.709     69.38     36.35    1.909     535.618
09/21/2007   0.150   535.618     80.34     36.72    2.188     537.806
12/19/2007   0.182   537.806     97.88     34.93    2.802     540.608
03/24/2008   0.145   540.608     78.39     32.44    2.416     543.025
06/23/2008   0.146   543.025     79.28     32.20    2.462     545.487

Dividends for VFINX: 10/31/2002-08/23/2008
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/27/2002   0.420   122.145     51.30     80.73    0.635     122.780
03/28/2003   0.300   122.780     36.83     79.69    0.462     123.243
06/20/2003   0.300   123.243     36.97     91.94    0.402     123.645
09/26/2003   0.360   123.645     44.51     92.08    0.483     124.128
12/26/2003   0.470   124.128     58.34    101.15    0.577     124.705
03/26/2004   0.360   124.705     44.89    102.30    0.439     125.144
06/25/2004   0.350   125.144     43.80    104.78    0.418     125.562
09/24/2004   0.410   125.562     51.48    102.55    0.502     126.064
12/23/2004   0.830   126.064    104.63    111.45    0.939     127.003
03/23/2005   0.430   127.003     54.61    107.99    0.506     127.508
06/24/2005   0.420   127.508     53.55    109.80    0.488     127.996
09/23/2005   0.530   127.996     67.84    111.93    0.606     128.602
12/28/2005   0.600   128.602     77.16    115.82    0.666     129.268
03/17/2006   0.490   129.268     63.34    120.35    0.526     129.795
06/23/2006   0.480   129.795     62.30    114.60    0.544     130.338
09/22/2006   0.520   130.338     67.78    121.08    0.560     130.898
12/26/2006   0.650   130.898     85.08    130.43    0.652     131.550
03/23/2007   0.550   131.550     72.35    132.20    0.547     132.098
06/22/2007   0.570   132.098     75.30    138.32    0.544     132.642
09/21/2007   0.620   132.642     82.24    140.49    0.585     133.227
12/21/2007   0.750   133.227     99.92    136.59    0.732     133.959
03/27/2008   0.600   133.959     80.38    122.02    0.659     134.618
06/26/2008   0.570   134.618     76.73    118.12    0.650     135.267

Dividends for VTSMX: 06/10/2013-05/11/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/20/2013   0.196   242.248     47.48     43.18    1.100     243.348
12/19/2013   0.227   243.348     55.24     45.58    1.212     244.560
03/24/2014   0.192   244.560     46.96     47.08    0.997     245.557
06/23/2014   0.190   245.557     46.66     49.49    0.943     246.500
09/23/2014   0.211   246.500     52.01     49.58    1.049     247.549
12/22/2014   0.258   247.549     63.87     51.95    1.229     248.778
03/24/2015   0.232   248.778     57.72     52.78    1.094     249.872
06/25/2015   0.214   249.872     53.47     53.07    1.008     250.879
09/24/2015   0.233   250.879     58.45     48.55    1.204     252.083
12/18/2015   0.268   252.083     67.56     49.81    1.356     253.440
03/14/2016   0.222   253.440     56.26     49.92    1.127     254.567
06/13/2016   0.216   254.567     54.99     51.66    1.064     255.631
09/12/2016   0.250   255.631     63.91     53.84    1.187     256.818
12/19/2016   0.336   256.818     86.29     56.62    1.524     258.342
03/23/2017   0.247   258.342     63.81     58.48    1.091     259.433
06/20/2017   0.266   259.433     69.01     60.76    1.136     260.569
09/21/2017   0.253   260.569     65.92     62.41    1.056     261.625
12/20/2017   0.310   261.625     81.10     66.77    1.215     262.840
03/21/2018   0.259   262.840     68.08     67.82    1.004     263.844

Dividends for VFINX: 06/10/2013-05/11/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/20/2013   0.747    65.789     49.14    157.57    0.312      66.101
12/23/2013   0.869    66.101     57.44    168.42    0.341      66.442
03/21/2014   0.734    66.442     48.77    172.04    0.283      66.726
06/20/2014   0.762    66.726     50.85    181.01    0.281      67.007
09/19/2014   0.826    67.007     55.35    185.43    0.298      67.305
12/17/2014   0.981    67.305     66.03    185.53    0.356      67.661
03/20/2015   0.934    67.661     63.20    194.32    0.325      67.986
06/19/2015   0.860    67.986     58.47    194.57    0.300      68.287
09/18/2015   0.911    68.287     62.21    180.57    0.345      68.631
12/18/2015   1.042    68.631     71.51    184.84    0.387      69.018
03/18/2016   0.962    69.018     66.40    188.97    0.351      69.370
06/20/2016   0.908    69.370     62.99    192.15    0.328      69.697
09/12/2016   0.852    69.697     59.38    199.17    0.298      69.996
12/21/2016   1.254    69.996     87.77    208.90    0.420      70.416
03/21/2017   0.961    70.416     67.67    216.27    0.313      70.729
06/22/2017   0.960    70.729     67.90    224.71    0.302      71.031
09/19/2017   1.129    71.031     80.19    231.32    0.347      71.378
12/22/2017   1.126    71.378     80.37    247.63    0.325      71.702
03/23/2018   1.028    71.702     73.71    238.91    0.309      72.011

Dividends for VTSMX: 09/04/2013-05/29/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/19/2013   0.227   239.177     54.29     45.58    1.191     240.368
03/24/2014   0.192   240.368     46.15     47.08    0.980     241.349
06/23/2014   0.190   241.349     45.86     49.49    0.927     242.275
09/23/2014   0.211   242.275     51.12     49.58    1.031     243.306
12/22/2014   0.258   243.306     62.77     51.95    1.208     244.515
03/24/2015   0.232   244.515     56.73     52.78    1.075     245.589
06/25/2015   0.214   245.589     52.56     53.07    0.990     246.580
09/24/2015   0.233   246.580     57.45     48.55    1.183     247.763
12/18/2015   0.268   247.763     66.40     49.81    1.333     249.096
03/14/2016   0.222   249.096     55.30     49.92    1.108     250.204
06/13/2016   0.216   250.204     54.04     51.66    1.046     251.250
09/12/2016   0.250   251.250     62.81     53.84    1.167     252.417
12/19/2016   0.336   252.417     84.81     56.62    1.498     253.915
03/23/2017   0.247   253.915     62.72     58.48    1.072     254.987
06/20/2017   0.266   254.987     67.83     60.76    1.116     256.103
09/21/2017   0.253   256.103     64.79     62.41    1.038     257.142
12/20/2017   0.310   257.142     79.71     66.77    1.194     258.335
03/21/2018   0.259   258.335     66.91     67.82    0.987     259.322

Dividends for VFINX: 09/04/2013-05/29/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/23/2013   0.869    65.385     56.82    168.42    0.337      65.722
03/21/2014   0.734    65.722     48.24    172.04    0.280      66.003
06/20/2014   0.762    66.003     50.29    181.01    0.278      66.281
09/19/2014   0.826    66.281     54.75    185.43    0.295      66.576
12/17/2014   0.981    66.576     65.31    185.53    0.352      66.928
03/20/2015   0.934    66.928     62.51    194.32    0.322      67.250
06/19/2015   0.860    67.250     57.83    194.57    0.297      67.547
09/18/2015   0.911    67.547     61.54    180.57    0.341      67.888
12/18/2015   1.042    67.888     70.74    184.84    0.383      68.270
03/18/2016   0.962    68.270     65.68    188.97    0.348      68.618
06/20/2016   0.908    68.618     62.31    192.15    0.324      68.942
09/12/2016   0.852    68.942     58.74    199.17    0.295      69.237
12/21/2016   1.254    69.237     86.82    208.90    0.416      69.653
03/21/2017   0.961    69.653     66.94    216.27    0.310      69.962
06/22/2017   0.960    69.962     67.16    224.71    0.299      70.261
09/19/2017   1.129    70.261     79.32    231.32    0.343      70.604
12/22/2017   1.126    70.604     79.50    247.63    0.321      70.925
03/23/2018   1.028    70.925     72.91    238.91    0.305      71.230

Dividends for VTSMX: 06/18/2008-01/20/2013
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/23/2008   0.138   304.507     42.02     29.09    1.445     305.951
12/19/2008   0.157   305.951     48.03     21.37    2.248     308.199
03/24/2009   0.131   308.199     40.37     19.48    2.073     310.272
06/23/2009   0.104   310.272     32.27     21.83    1.478     311.750
09/23/2009   0.113   311.750     35.23     26.20    1.345     313.094
12/21/2009   0.167   313.094     52.29     27.37    1.910     315.005
03/24/2010   0.107   315.005     33.71     28.97    1.163     316.168
06/23/2010   0.124   316.168     39.20     27.11    1.446     317.614
09/23/2010   0.137   317.614     43.51     27.89    1.560     319.174
12/21/2010   0.162   319.174     51.71     31.50    1.641     320.816
03/24/2011   0.128   320.816     41.06     32.90    1.248     322.064
06/23/2011   0.128   322.064     41.22     32.34    1.275     323.339
09/22/2011   0.139   323.339     44.94     28.06    1.602     324.941
12/20/2011   0.167   324.941     54.27     30.89    1.757     326.697
03/23/2012   0.140   326.697     45.74     34.93    1.309     328.007
06/22/2012   0.158   328.007     51.83     33.17    1.562     329.569
09/21/2012   0.167   329.569     55.04     36.34    1.515     331.084
12/19/2012   0.255   331.084     84.43     35.83    2.356     333.440

Dividends for VFINX: 06/18/2008-01/20/2013
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/25/2008   0.635    80.860     51.35    111.27    0.461      81.322
12/26/2008   0.700    81.322     56.93     80.23    0.710      82.031
03/26/2009   0.528    82.031     43.31     76.64    0.565      82.596
06/23/2009   0.435    82.596     35.93     82.46    0.436      83.032
09/28/2009   0.482    83.032     40.02     97.98    0.408      83.441
12/28/2009   0.659    83.441     54.99    103.81    0.530      83.970
03/29/2010   0.437    83.970     36.70    108.07    0.340      84.310
06/28/2010   0.506    84.310     42.66     98.93    0.431      84.741
09/23/2010   0.529    84.741     44.83    103.52    0.433      85.174
12/23/2010   0.494    85.174     42.08    115.72    0.364      85.538
03/24/2011   0.505    85.538     43.20    120.59    0.358      85.896
06/23/2011   0.536    85.896     46.04    118.19    0.390      86.286
09/22/2011   0.554    86.286     47.80    103.97    0.460      86.745
12/22/2011   0.651    86.745     56.47    115.43    0.489      87.235
03/23/2012   0.536    87.235     46.76    128.69    0.363      87.598
06/22/2012   0.607    87.598     53.17    122.99    0.432      88.030
09/21/2012   0.651    88.030     57.31    134.57    0.426      88.456
12/21/2012   0.905    88.456     80.05    131.69    0.608      89.064

Dividends for VTSMX: 10/17/2004-10/08/2008
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/23/2004   0.185   380.807     70.45     28.68    2.456     383.264
03/23/2005   0.100   383.264     38.33     27.78    1.380     384.643
06/24/2005   0.090   384.643     34.62     28.42    1.218     385.861
09/23/2005   0.130   385.861     50.16     29.12    1.723     387.584
12/23/2005   0.153   387.584     59.30     30.46    1.947     389.531
03/17/2006   0.120   389.531     46.74     31.57    1.481     391.012
06/23/2006   0.120   391.012     46.92     30.02    1.563     392.575
09/22/2006   0.120   392.575     47.11     31.50    1.496     394.070
12/21/2006   0.164   394.070     64.63     34.06    1.897     395.967
03/23/2007   0.140   395.967     55.44     34.75    1.595     397.563
06/22/2007   0.130   397.563     51.68     36.35    1.422     398.985
09/21/2007   0.150   398.985     59.85     36.72    1.630     400.614
12/19/2007   0.182   400.614     72.91     34.93    2.087     402.702
03/24/2008   0.145   402.702     58.39     32.44    1.800     404.502
06/23/2008   0.146   404.502     59.06     32.20    1.834     406.336
09/23/2008   0.138   406.336     56.07     29.09    1.928     408.263

Dividends for VFINX: 10/17/2004-10/08/2008
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/23/2004   0.830    97.087     80.58    111.45    0.723      97.810
03/23/2005   0.430    97.810     42.06    107.99    0.389      98.200
06/24/2005   0.420    98.200     41.24    109.80    0.376      98.576
09/23/2005   0.530    98.576     52.25    111.93    0.467      99.042
12/28/2005   0.600    99.042     59.43    115.82    0.513      99.555
03/17/2006   0.490    99.555     48.78    120.35    0.405      99.961
06/23/2006   0.480    99.961     47.98    114.60    0.419     100.379
09/22/2006   0.520   100.379     52.20    121.08    0.431     100.810
12/26/2006   0.650   100.810     65.53    130.43    0.502     101.313
03/23/2007   0.550   101.313     55.72    132.20    0.421     101.734
06/22/2007   0.570   101.734     57.99    138.32    0.419     102.154
09/21/2007   0.620   102.154     63.34    140.49    0.451     102.604
12/21/2007   0.750   102.604     76.95    136.59    0.563     103.168
03/27/2008   0.600   103.168     61.90    122.02    0.507     103.675
06/26/2008   0.570   103.675     59.09    118.12    0.500     104.175
09/25/2008   0.635   104.175     66.15    111.27    0.595     104.770

Dividends for VTSMX: 10/26/2015-02/09/2019
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/18/2015   0.268   193.761     51.93     49.81    1.043     194.803
03/14/2016   0.222   194.803     43.25     49.92    0.866     195.670
06/13/2016   0.216   195.670     42.26     51.66    0.818     196.488
09/12/2016   0.250   196.488     49.12     53.84    0.912     197.400
12/19/2016   0.336   197.400     66.33     56.62    1.171     198.572
03/23/2017   0.247   198.572     49.05     58.48    0.839     199.410
06/20/2017   0.266   199.410     53.04     60.76    0.873     200.283
09/21/2017   0.253   200.283     50.67     62.41    0.812     201.095
12/20/2017   0.310   201.095     62.34     66.77    0.934     202.029
03/21/2018   0.259   202.029     52.33     67.82    0.772     202.800
06/21/2018   0.276   202.800     55.97     69.22    0.809     203.609
09/27/2018   0.326   203.609     66.38     72.79    0.912     204.521
12/21/2018   0.332   204.521     67.90     59.75    1.136     205.657

Dividends for VFINX: 10/26/2015-02/09/2019
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/18/2015   1.042    52.285     54.48    184.84    0.295      52.580
03/18/2016   0.962    52.580     50.58    188.97    0.268      52.847
06/20/2016   0.908    52.847     47.99    192.15    0.250      53.097
09/12/2016   0.852    53.097     45.24    199.17    0.227      53.324
12/21/2016   1.254    53.324     66.87    208.90    0.320      53.644
03/21/2017   0.961    53.644     51.55    216.27    0.238      53.883
06/22/2017   0.960    53.883     51.73    224.71    0.230      54.113
09/19/2017   1.129    54.113     61.09    231.32    0.264      54.377
12/22/2017   1.126    54.377     61.23    247.63    0.247      54.624
03/23/2018   1.028    54.624     56.15    238.91    0.235      54.859
06/27/2018   1.098    54.859     60.24    249.21    0.242      55.101
09/25/2018   1.150    55.101     63.37    269.18    0.235      55.336
12/14/2018   1.224    55.336     67.73    239.88    0.282      55.619

Dividends for VTSMX: 02/27/2008-04/27/2012
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/23/2008   0.146   299.581     43.74     32.20    1.358     300.939
09/23/2008   0.138   300.939     41.53     29.09    1.428     302.367
12/19/2008   0.157   302.367     47.47     21.37    2.221     304.588
03/24/2009   0.131   304.588     39.90     19.48    2.048     306.636
06/23/2009   0.104   306.636     31.89     21.83    1.461     308.097
09/23/2009   0.113   308.097     34.81     26.20    1.329     309.426
12/21/2009   0.167   309.426     51.67     27.37    1.888     311.314
03/24/2010   0.107   311.314     33.31     28.97    1.150     312.464
06/23/2010   0.124   312.464     38.75     27.11    1.429     313.893
09/23/2010   0.137   313.893     43.00     27.89    1.542     315.435
12/21/2010   0.162   315.435     51.10     31.50    1.622     317.057
03/24/2011   0.128   317.057     40.58     32.90    1.234     318.291
06/23/2011   0.128   318.291     40.74     32.34    1.260     319.550
09/22/2011   0.139   319.550     44.42     28.06    1.583     321.133
12/20/2011   0.167   321.133     53.63     30.89    1.736     322.869
03/23/2012   0.140   322.869     45.20     34.93    1.294     324.163

Dividends for VFINX: 02/27/2008-04/27/2012
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/26/2008   0.570    78.474     44.73    118.12    0.379      78.853
09/25/2008   0.635    78.853     50.07    111.27    0.450      79.303
12/26/2008   0.700    79.303     55.51     80.23    0.692      79.995
03/26/2009   0.528    79.995     42.24     76.64    0.551      80.546
06/23/2009   0.435    80.546     35.04     82.46    0.425      80.971
09/28/2009   0.482    80.971     39.03     97.98    0.398      81.369
12/28/2009   0.659    81.369     53.62    103.81    0.517      81.886
03/29/2010   0.437    81.886     35.78    108.07    0.331      82.217
06/28/2010   0.506    82.217     41.60     98.93    0.421      82.638
09/23/2010   0.529    82.638     43.72    103.52    0.422      83.060
12/23/2010   0.494    83.060     41.03    115.72    0.355      83.414
03/24/2011   0.505    83.414     42.12    120.59    0.349      83.764
06/23/2011   0.536    83.764     44.90    118.19    0.380      84.144
09/22/2011   0.554    84.144     46.62    103.97    0.448      84.592
12/22/2011   0.651    84.592     55.07    115.43    0.477      85.069
03/23/2012   0.536    85.069     45.60    128.69    0.354      85.423

Dividends for VTSMX: 05/22/2013-06/13/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/21/2013   0.176   240.848     42.39     39.85    1.064     241.911
09/20/2013   0.196   241.911     47.41     43.18    1.098     243.010
12/19/2013   0.227   243.010     55.16     45.58    1.210     244.220
03/24/2014   0.192   244.220     46.89     47.08    0.996     245.216
06/23/2014   0.190   245.216     46.59     49.49    0.941     246.157
09/23/2014   0.211   246.157     51.94     49.58    1.048     247.205
12/22/2014   0.258   247.205     63.78     51.95    1.228     248.432
03/24/2015   0.232   248.432     57.64     52.78    1.092     249.524
06/25/2015   0.214   249.524     53.40     53.07    1.006     250.531
09/24/2015   0.233   250.531     58.37     48.55    1.202     251.733
12/18/2015   0.268   251.733     67.46     49.81    1.354     253.087
03/14/2016   0.222   253.087     56.19     49.92    1.126     254.213
06/13/2016   0.216   254.213     54.91     51.66    1.063     255.276
09/12/2016   0.250   255.276     63.82     53.84    1.185     256.461
12/19/2016   0.336   256.461     86.17     56.62    1.522     257.983
03/23/2017   0.247   257.983     63.72     58.48    1.090     259.073
06/20/2017   0.266   259.073     68.91     60.76    1.134     260.207
09/21/2017   0.253   260.207     65.83     62.41    1.055     261.262
12/20/2017   0.310   261.262     80.99     66.77    1.213     262.475
03/21/2018   0.259   262.475     67.98     67.82    1.002     263.477

Dividends for VFINX: 05/22/2013-06/13/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/21/2013   0.697    65.355     45.55    146.72    0.310      65.666
09/20/2013   0.747    65.666     49.05    157.57    0.311      65.977
12/23/2013   0.869    65.977     57.33    168.42    0.340      66.317
03/21/2014   0.734    66.317     48.68    172.04    0.283      66.600
06/20/2014   0.762    66.600     50.75    181.01    0.280      66.881
